Sr no,HEAD,HEAD_NAME,min_name_new
937,19144,Sashtra Seema Bal-General Administration,Home Affairs
938,19145,"Central Forensic Science Laboratory, Bhopal",Home Affairs
939,19146,"Central Forensic Science Laboratory, Pune",Home Affairs
940,19147,Lakshadweep Administration,Home Affairs
941,19201,Deptt. of Official Languages(NP),Home Affairs
942,19202,Deptt Of Official Language,Home Affairs
943,20101,Ministry of Housing & Urban Poverty Alleviation,Housing & Urban Poverty Alleviation
944,20102,HUDCO,Housing & Urban Poverty Alleviation
945,20103,National Building Organisation,Housing & Urban Poverty Alleviation
946,20104,Building Materials & Technology Promotion Council,Housing & Urban Poverty Alleviation
947,20105,Central Govenrment Employees Welfare Housing Organisation (CGEWHO),Housing & Urban Poverty Alleviation
948,20106,"Delhi Urban Art Commission(DUAC),New Delhi",Housing & Urban Poverty Alleviation
949,20107,Jal Shakti Abhiyan,Housing & Urban Poverty Alleviation
950,20108,DAY-National Urban Livelihoods Mission(DAY-NULM),Housing & Urban Poverty Alleviation
951,21101,Deptt. of School Education & Literacy,Human Resources Development
952,21102,Dte. of Adult Education,Human Resources Development
953,21103,National Book Trust,Human Resources Development
954,21104,N.C.E.R.T,Human Resources Development
955,21105,National Bal Bhavan,Human Resources Development
956,21106,"Kendriya Vidyalaya Sangathan, Delhi",Human Resources Development
957,21107,Central Board of Secondary Education,Human Resources Development
958,21108,Navodaya Vidyalaya Samiti Delhi,Human Resources Development
959,21109,"Navodaya Vidyalaya Samiti, Lucknow",Human Resources Development
960,21110,"Navodaya Vidyalaya Samiti, Pune",Human Resources Development
961,21111,"Navadaya Vidyalaya Samiti, Shillong",Human Resources Development
962,21112,"Navodaya  Vidyalay Samiti, Patna",Human Resources Development
963,21113,"Central Tibbeten School, Delhi",Human Resources Development
964,21114,"Navodaya Vidyalaya Samiti, Bhopal",Human Resources Development
965,21115,"Kendriya Vidyalaya Sangathan,Bhopal",Human Resources Development
966,21116,"Kendriya Vidyalaya Sangathan, Jabalpur",Human Resources Development
967,21117,"Navodaya Vidyalaya Samiti,Noida",Human Resources Development
968,21201,Deptt. of Higher Education,Human Resources Development
969,21202,Indian Council of Philosophical Research,Human Resources Development
970,21203,Indian Council of Historical Research,Human Resources Development
971,21204,Indian Council of Social Science Research,Human Resources Development
972,21205,University Grant Commission,Human Resources Development
973,21206,"Indian Instt. of IT, Allahabad",Human Resources Development
974,21207,"Mahatma Gandi Hindi Vishvavidyalaya, Delhi",Human Resources Development
975,21208,School of Architech & Planning,Human Resources Development
976,21209,"Regional Instt. of Education, Ajmer",Human Resources Development
977,21210,"Regional Intt. of Education, Bhubaneswar",Human Resources Development
978,21211,"Regional Instt. of Education, Bhopal",Human Resources Development
979,21212,"Rashtriya Sanskrit Sansthan, Delhi",Human Resources Development
980,21213,"Indian Instt. of Advance Studies, Shimla",Human Resources Development
981,21214,"NE Hill University, Shillong",Human Resources Development
982,21215,"Board of Practical Training, Kolkata",Human Resources Development
983,21216,"Regional Instt. of Education, Mysore",Human Resources Development
984,21217,"Ambedkar Regional College, Jalandhar",Human Resources Development
985,21218,Central Instt. of Educational Technology,Human Resources Development
986,21219,"National Instt. of  Educational Planning, Delhi",Human Resources Development
987,21220,"National Instt. of Pharmaceutical Education & Reseach, Mohali",Human Resources Development
988,21221,National Council of Technical Education,Human Resources Development
989,21222,"Board of Apprentice Trg,, Mumbai",Human Resources Development
990,21223,IIM Kochi,Human Resources Development
991,21224,Ambedkar University Lucknow,Human Resources Development
992,21225,Consortium for Education Communication,Human Resources Development
993,21226,"Sant Longowal Instt, Sangrur",Human Resources Development
994,21227,National Foundation for Teachers Welfare,Human Resources Development
995,21228,NE Regional Instt. Arunachal Pradesh,Human Resources Development
996,21229,"IIM, Indore",Human Resources Development
997,21230,Banaras Hindu University,Human Resources Development
998,21231,Delhi University,Human Resources Development
999,21232,Pondicherry University,Human Resources Development
1000,21233,Indira Gandhi Open University,Human Resources Development
1001,21234,"National Institute Of Technical Teachers Trg. And Research, Chandigarh",Human Resources Development
1002,21235,National Instt. Of Industrial Engg.,Human Resources Development
1003,21236,"IIT, Mumbai",Human Resources Development
1004,21237,"Indian Statistical Instt., Kolkata",Human Resources Development
1005,21238,Nalanda Mahavidyalaya,Human Resources Development
1006,21239,Tezpur University,Human Resources Development
1007,21240,"Assam University, Silchar",Human Resources Development
1008,21241,"IIT, Kanpur",Human Resources Development
1009,21242,"Vikas Bharati, Bishunpur",Human Resources Development
1010,21243,Moti Lal Instt. of Techchnology,Human Resources Development
1011,21244,Vishva Bharti,Human Resources Development
1012,21245,National Instt. of Technical Teachers,Human Resources Development
1013,21246,"Jamia Milia Islamia, Delhi",Human Resources Development
1014,21247,"National Instt. of Technical Education, Chennai",Human Resources Development
1015,21248,"Central Instt. of Indian Languages, Mysore",Human Resources Development
1016,21249,"UGC-DAE Consortium For Scientific Research, New Delhi",Human Resources Development
1017,21250,Indian School of Mines Dhanbad,Human Resources Development
1018,21251,"Maulan Azad National Instt. of Technology, Bhopal",Human Resources Development
1019,21252,"Central Hindi Directorate, Delhi",Human Resources Development
1020,21253,"IIT, Delhi",Human Resources Development
1021,21254,"UGC-DAE Consortium for Scientific Research, Mumbai",Human Resources Development
1022,21255,"IIT, Kharagpur",Human Resources Development
1023,21256,"Rajiv Gandhi Institute of Management, Shillong",Human Resources Development
1024,21257,"UGC-DAE Consortium for Scientific Research, Indore",Human Resources Development
1025,21258,"University Grant Commission, NET, New Delhi",Human Resources Development
1026,21259,"English and Foreign Languages University, Hyderabad",Human Resources Development
1027,21260,"National Institute of Technology, Kurukshetra",Human Resources Development
1028,21261,"INDIAN INSTITUTE OF TECHNOLOGY, HYDERABAD",Human Resources Development
1029,21262,"National Council for Promotion of Sindhi Language, New Delhi",Human Resources Development
1030,21263,Indian Institute of Information Technology Design and Manufacturing (IIITD&M),Human Resources Development
1031,21264,"Indian Institute Of Science (IISc,Banglore)",Human Resources Development
1032,21265,Jamia Hamdard New Delhi,Human Resources Development
1033,21266,"All India Council for Technical Education, Chennai",Human Resources Development
1034,21267,Board Of Apprenticeship Training,Human Resources Development
1035,21268,Central University Of Bihar,Human Resources Development
1036,21269,Commission For Scientific And Technical Terminology,Human Resources Development
1037,21270,"Residential Coaching Academy,Aligarh",Human Resources Development
1038,21271,Council of Architecture,Human Resources Development
1039,21272,"Aligarh Muslim University, Aligarh",Human Resources Development
1040,21273,"Dr. Hari Singh Gaur Vishwa Vidyalaya, Sagar (M.P.)",Human Resources Development
1041,21274,Indira Gandhi Institute of Development Research(IGIDR) Goregaon(East) Mumbai,Human Resources Development
1042,21275,"National Institute Of Technology,Delhi",Human Resources Development
1043,21276,NATIONAL INSTITUTE OF TECHNOLOGY NAGALAND,Human Resources Development
1044,21277,"National Institute of Technology,Tiruchirappalli",Human Resources Development
1045,21278,VISVA BHARTI GRANTHANA VIBHAGA,Human Resources Development
1046,21279,Ghani Khan Choudhury Institute Of Engineering And Tchnlogogy - Malda(WB),Human Resources Development
1047,21280,The English And Foreign Languages Univeristy - Hyderabad,Human Resources Development
1048,21281,Inter-University Centre for Astronomy And Astrophysics,Human Resources Development
1049,21282,"National institute Of Technology, Rourkela",Human Resources Development
1050,21283,"IIM, Calcutta",Human Resources Development
1051,21284,Jawaharlal Nehru University,Human Resources Development
1052,21285,"National Institute of Technology,Puducherry",Human Resources Development
1053,21286,"Indian Institute Of Science Education And Research (IISR),Pune",Human Resources Development
1054,21287,"IGNOU, Mumbai",Human Resources Development
1055,21288,"IGNOU, Jaipur",Human Resources Development
1056,21289,"IGNOU, Hyderabad",Human Resources Development
1057,21290,"IGNOU, Chandigarh",Human Resources Development
1058,21291,"IGNOU, Vishakhapattnam",Human Resources Development
1059,21292,"IGNOU, Zorhat",Human Resources Development
1060,21293,"IGNOU, Bhubneshwar",Human Resources Development
1061,21294,"IGNOU,Lucknow",Human Resources Development
1062,21295,"IGNOU,Shimla",Human Resources Development
1063,21296,"IGNOU,Khanna",Human Resources Development
1064,21297,"IGNOU,Kolkata",Human Resources Development
1065,21298,"IGNOU,Guwahati",Human Resources Development
1066,21299,Central University of Tamil Nadu,Human Resources Development
1067,21301,"IIM,Triuchirappalli",Human Resources Development
1068,21302,"IGNOU,Siliguri",Human Resources Development
1069,21303,Central University Of Haryana,Human Resources Development
1070,21304,"Indian Institute Of Science Education And Research (IISR),Kolkata",Human Resources Development
1071,21305,"IIT,Jodhpur",Human Resources Development
1072,21306,"Motilal Nehru National Institute Of Technology, Allahabad",Human Resources Development
1073,21307,"IIT,Indore",Human Resources Development
1074,21308,"IGNOU, Vijayawada",Human Resources Development
1075,21309,"Central Institute Of Technology,Kokrajhar",Human Resources Development
1076,21310,"National Institute of Technology, Patna",Human Resources Development
1077,21311,Central University Of Punjab,Human Resources Development
1078,21312,"Malviya National Institute of Technology, Jaipur",Human Resources Development
1079,21313,University of Hyderabad,Human Resources Development
1080,21314,"IIT, Bhubaneswar",Human Resources Development
1081,21315,National Board Of Accereditation (NBA),Human Resources Development
1082,21316,Central University Of Rajasthan,Human Resources Development
1083,21317,"Central University Of Orissa, Koraput",Human Resources Development
1084,21318,Sikkim University,Human Resources Development
1085,21319,Avinashilingam Institute For Home Science & Higher Education For Women,Human Resources Development
1086,21320,"Indian Institute of Engineering Science and Technologuy (IIEST), Shibpur",Human Resources Development
1087,21321,National Council for Promotion of Urdu Language (NCPUL),Human Resources Development
1088,21322,EDCIL(INDIA) LIMITED,Human Resources Development
1089,21323,Tata Institute Of Social Science,Human Resources Development
1090,21324,National University of Educational Planning and Administration (NUEPA),Human Resources Development
1091,21325,"National Institute of Technology, Goa",Human Resources Development
1092,21326,"IIM, Ranchi",Human Resources Development
1093,21327,"School of Open Learning, Delhi",Human Resources Development
1094,21328,"Panjab University, Chandigarh",Human Resources Development
1095,21329,"University of Allahabad, Allahabad",Human Resources Development
1096,21330,"IIT, Kottayam",Human Resources Development
1097,21331,Kamala Nehru College,Human Resources Development
1098,21332,"National Institute of Technology, Hamirpur",Human Resources Development
1099,21333,Mizoram University,Human Resources Development
1100,21334,National Council for Teacher Education,Human Resources Development
1101,21335,"IIM,Raipur",Human Resources Development
1102,21336,"Mahatma Gandhi Central University, Bihar",Human Resources Development
1103,21337,"IIT,ROPAR",Human Resources Development
1104,21338,"IIT,Madras",Human Resources Development
1105,21339,Central University of Himachal Pradesh,Human Resources Development
1106,21340,"Maharshi Sandipani Rashtriya Vedavidya Pratishthan,Ujjain",Human Resources Development
1107,21341,"Indian Institute of Information Technology, Kalyani",Human Resources Development
1108,21342,"IGNOU,Bangalore",Human Resources Development
1109,21343,"IIT,Plakkad",Human Resources Development
1110,21344,"National Institute of Technology,Calicut",Human Resources Development
1111,21345,"Indira Gandhi National Tribal University,M.P",Human Resources Development
1112,21346,"Indian Institute of Information Technology,Vadodra",Human Resources Development
1113,21347,Central University of Kashmir,Human Resources Development
1114,21348,"IIT,Guwahati",Human Resources Development
1115,21349,University College of Medical Sciences,Human Resources Development
1116,21350,"IIT, Tirupati",Human Resources Development
1117,21351,"Indian Institute of Information Technology(IIIT),Kota",Human Resources Development
1118,21352,Kirori Mal College,Human Resources Development
1119,21353,Central University of Kerala,Human Resources Development
1120,21354,National Testing Agency(NTA),Human Resources Development
1121,21355,"Indian Institute of Science and Research (IISER),Thiruvanathapuram",Human Resources Development
1122,21356,"IGNOU Regional Centre,Ranchi",Human Resources Development
1123,21357,Central University of Gujarat,Human Resources Development
1124,21358,Central University of Karnataka,Human Resources Development
1125,21359,"IIM,Visakhapatnam",Human Resources Development
1126,21360,Central University of Jhatkhand,Human Resources Development
1127,21361,"Indian Institute of Information Technology(IIIT),Lucknow",Human Resources Development
1128,21362,"Indian Institute of Information Technology(IIIT),Tiruchirappalli",Human Resources Development
1129,21363,"Babasaheb Bhimrao Ambedkar University, Lucknow",Human Resources Development
1130,21364,"National Sanskrit University, Tirupati(Central university)",Human Resources Development
1131,22101,"IFFI, Dte. of Film Festival (P)",Information & Broadcasting
1132,22102,Photo Division (P),Information & Broadcasting
1133,22103,Indian Instt.of Mass Communication (P),Information & Broadcasting
1134,22104,"FTII, Pune (P)",Information & Broadcasting
1135,22105,NFDC (P),Information & Broadcasting
1136,22106,Press Council of India (P),Information & Broadcasting
1137,22107,SRFTI Kolkata (P),Information & Broadcasting
1138,22108,"Children Film Society, Mumbai (P)",Information & Broadcasting
1139,22109,"Principal Accounts Office, Ministry of Information and Broadcasting",Information & Broadcasting
1140,22110,"Community Radio Station Cell, M/o Information & Broadcasting",Information & Broadcasting
1141,22111,BHARAT NIRMAN,Information & Broadcasting
1142,22112,General client Fund,Information & Broadcasting
1143,22113,Broad Engineers Consultant India Ltd.,Information & Broadcasting
1144,22114,National Film Archives of India(Cheque),Information & Broadcasting
1145,22201,I and B Plan Funds(PL),Information & Broadcasting
1146,22202,I&B Non-Plan Funds(NP),Information & Broadcasting
1147,22203,I and B Plan (North East)(PL),Information & Broadcasting
1148,22204,D.A.V.P.(NP),Information & Broadcasting
1149,22205,Press Information Bureau(NP),Information & Broadcasting
1150,22206,Dte. of Field Publicity(NP),Information & Broadcasting
1151,22207,Song & Drama Division(NP),Information & Broadcasting
1152,22208,"Central Board of Film Certification, Mumbai (NP)",Information & Broadcasting
1153,22209,Dte. of Film Festival(NP),Information & Broadcasting
1154,22210,Films Division(NP),Information & Broadcasting
1155,22211,National Film Archives of India(NP),Information & Broadcasting
1156,22212,Photo Division(NP),Information & Broadcasting
1157,22213,Publication Division(NP),Information & Broadcasting
1158,22214,Registrar Newspapers of India(NP),Information & Broadcasting
1159,22215,RRT&D(NP),Information & Broadcasting
1160,22216,I&B Covid Communication Campaign,Information & Broadcasting
1161,22301,"PB PTI Building, Delhi",Information & Broadcasting
1162,22401,"AIR, Panaji",Information & Broadcasting
1163,22402,"AIR, Mysore",Information & Broadcasting
1164,22403,"AIR, Coimbtore",Information & Broadcasting
1165,22404,"AIR, Chennai",Information & Broadcasting
1166,22405,AIR Mumbai,Information & Broadcasting
1167,22406,"AIR, Indore",Information & Broadcasting
1168,22407,AIR  Kochi,Information & Broadcasting
1169,22408,"AIR-CCW, Bangalore",Information & Broadcasting
1170,22409,AIR  Hyderabad,Information & Broadcasting
1171,22410,AIR Kolkata,Information & Broadcasting
1172,22411,"AIR-CCW, Guwahati",Information & Broadcasting
1173,22412,AIR Gulbarga,Information & Broadcasting
1174,22413,AIR Bangalore,Information & Broadcasting
1175,22414,AIR Port Blair,Information & Broadcasting
1176,22415,AIR Kingsway Camp Delhi,Information & Broadcasting
1177,22416,AIR Shimla,Information & Broadcasting
1178,22417,AIR  Varanasi,Information & Broadcasting
1179,22418,AIR Raipur,Information & Broadcasting
1180,22419,AIR Tiruchirapally,Information & Broadcasting
1181,22420,AIR Lucknow,Information & Broadcasting
1182,22421,AIR Guwahati,Information & Broadcasting
1183,22422,AIR Ooty,Information & Broadcasting
1184,22423,AIR Vijayawada,Information & Broadcasting
1185,22424,AIR Pondicherry,Information & Broadcasting
1186,22425,AIR CCW Mumbai,Information & Broadcasting
1187,22426,AIR CCW Siliguri,Information & Broadcasting
1188,22427,AIR CCW Rajkot,Information & Broadcasting
1189,22428,AIR CCW Madurai,Information & Broadcasting
1190,22429,AIR CCW Silchar,Information & Broadcasting
1191,22430,AIR CCW Kolkata,Information & Broadcasting
1192,22431,AIR CCW Bhopal,Information & Broadcasting
1193,22432,AIR CCW Nagpur,Information & Broadcasting
1194,22433,"AIR CCW Pushpa Bhavan, New Delhi",Information & Broadcasting
1195,22434,AIR CCW Pune,Information & Broadcasting
1196,22435,AIR CCW Lucknow,Information & Broadcasting
1197,22436,AIR CCW Patna,Information & Broadcasting
1198,22438,AIR CCW Guwahati,Information & Broadcasting
1199,22439,"AIR CCW Kingsway Camp, Delhi",Information & Broadcasting
1200,22440,"AIR CCW (CIVIL), Chandigarh",Information & Broadcasting
1201,22441,AIR CCW Bangalore,Information & Broadcasting
1202,22442,"AIR CCW (Civil), Chennai",Information & Broadcasting
1203,22443,AIR CCW Jaipur,Information & Broadcasting
1204,22444,AIR CCW Itanagar,Information & Broadcasting
1205,22445,AIR CCW Jammu,Information & Broadcasting
1206,22446,AIR CCW Soochna Bhawan,Information & Broadcasting
1207,22447,AIR CCW Sambalpur,Information & Broadcasting
1208,22448,"AIR, CCW(E), Patna",Information & Broadcasting
1209,22449,AIR CCW Bhubaneswar,Information & Broadcasting
1210,22450,"AIR, NEWS SERVICES DIVISION, NEW DELHI",Information & Broadcasting
1211,22451,"AIR, H.P.T., DELHI",Information & Broadcasting
1212,22452,"Prasar Bharti, AIR, Administration Section",Information & Broadcasting
1213,22453,"DG AIR, AIR Resources, New Delhi",Information & Broadcasting
1214,22454,"Staff Training Institute(Tech.), AIR and Doordarshan, KINGSWAY, DELHI",Information & Broadcasting
1215,22455,"AIR, HPT, Chinsurah",Information & Broadcasting
1216,22456,"All India Radio (Programmes), New Delhi",Information & Broadcasting
1217,22457,"AIR, CCW, Mahadev Road, New Delhi",Information & Broadcasting
1218,22458,"AIR, CCW (CIVIL), Mumbai",Information & Broadcasting
1219,22459,"AIR, External Service Division, New Delhi",Information & Broadcasting
1220,22460,"AIR, Bhopal",Information & Broadcasting
1221,22461,"AIR, Nizamabad",Information & Broadcasting
1222,22462,"AIR CCW (ELECT.), Chennai",Information & Broadcasting
1223,22463,"AIR CCW (Electrical), Chandigarh",Information & Broadcasting
1224,22464,"AIR (CCW-Civil),Bangalore",Information & Broadcasting
1225,22465,AIR Imphal,Information & Broadcasting
1226,22501,DD Purchase Cell Delhi,Information & Broadcasting
1227,22502,"DD Audience Research Unit, Delhi",Information & Broadcasting
1228,22503,"DD Admn. Mandi House, Delhi",Information & Broadcasting
1229,22504,"DD Chief Engineer (NZ), JamNagar House, Delhi",Information & Broadcasting
1230,22505,"DD Chief Engineer (EZ), Kolkata",Information & Broadcasting
1231,22506,"DD Chief Engineer (WZ), Mumbai",Information & Broadcasting
1232,22507,"DD Chief Engineer (SZ), Chennai",Information & Broadcasting
1233,22508,DDK Jaipur,Information & Broadcasting
1234,22509,DDK Shillong,Information & Broadcasting
1235,22510,DDK Bangalore,Information & Broadcasting
1236,22511,DDK Tura,Information & Broadcasting
1237,22512,DDK Raipur,Information & Broadcasting
1238,22513,DDK Jalandhar,Information & Broadcasting
1239,22514,DDK Lucknow,Information & Broadcasting
1240,22515,DDK Panaji,Information & Broadcasting
1241,22516,DDK Kohima,Information & Broadcasting
1242,22517,DDK Mumbai,Information & Broadcasting
1243,22518,DDK Kolkata,Information & Broadcasting
1244,22519,DDK Ahmedabad,Information & Broadcasting
1245,22520,DDK Jammu,Information & Broadcasting
1246,22521,DDK Gulbarga,Information & Broadcasting
1247,22522,DDK Vijayawara,Information & Broadcasting
1248,22523,DDK Guwahati (NE Programme Production Centre),Information & Broadcasting
1249,22524,DDK Warangal,Information & Broadcasting
1250,22525,DDK Silchar,Information & Broadcasting
1251,22526,DDK Hissar,Information & Broadcasting
1252,22527,"DDK, Hyderabad",Information & Broadcasting
1253,22528,"DDK, Gwalior",Information & Broadcasting
1254,22529,"DDK, Mandi, HP",Information & Broadcasting
1255,22530,"DDK, New Delhi",Information & Broadcasting
1256,22531,"DDK, Pune",Information & Broadcasting
1257,22532,"Doordarshan News, Asiad Village, New Delhi",Information & Broadcasting
1258,22533,"DD Chief Engineer (NEZ), Guwahati",Information & Broadcasting
1259,23101,Ministry of Labour & Employment,Labour & Employment
1260,23102,DG Mine Safety Dhanbad,Labour & Employment
1261,23103,CTI for Women,Labour & Employment
1262,23104,DG Employment & Training,Labour & Employment
1263,23105,Central Employment Exchange,Labour & Employment
1264,23106,Labour Bureau,Labour & Employment
1265,23107,"Dte. General Factory Advice, Mumbai",Labour & Employment
1266,23108,Central Board of Workers Education,Labour & Employment
1267,23109,Employees Provident Fund Orgn.,Labour & Employment
1268,23110,Central Provident Fund Commissioner,Labour & Employment
1269,23111,"E.S.I. Headquarter, New Delhi",Labour & Employment
1270,23112,"ESI Basai Darapur, Delhi",Labour & Employment
1271,23113,"ESI Rajendra Place, Delhi",Labour & Employment
1272,23114,ESI Okhla Delhi,Labour & Employment
1273,23115,"ESIC Indira Gandhi Hospital,Jhilmil",Labour & Employment
1274,23116,"ESIC Regional Office,Indore",Labour & Employment
1275,23117,"ESIC Regional Office,Chennai",Labour & Employment
1276,23118,ESI Trichur,Labour & Employment
1277,23119,"Employees State Insurance Corporation,Regional Office Lower Parel,Mumbai",Labour & Employment
1278,23120,ESI Kolkata,Labour & Employment
1279,23121,"ESIC Regional Office,Bhubaneswar",Labour & Employment
1280,23122,"ESIC Regional Office,Bangalore",Labour & Employment
1281,23123,"ESIC Regional Office,Guwahati",Labour & Employment
1282,23124,"ESIC Regional Office,Hyderabad",Labour & Employment
1283,23125,"ESIC Sub Regional Office Bibvewadi,Pune",Labour & Employment
1284,23126,"ESIC Regional Office,Patna",Labour & Employment
1285,23127,ESI Cuttack,Labour & Employment
1286,23128,"ESIC Model Hospital,Noida",Labour & Employment
1287,23129,"ESIC Regional, Office,Kanpur",Labour & Employment
1288,23130,ESI Jaipur,Labour & Employment
1289,23131,"ESIC Regional Office,Faridabad",Labour & Employment
1290,23132,"ESIC Model Hospital Beltola,Guwahati",Labour & Employment
1291,23133,ESI Model Hospital Ghaziabad,Labour & Employment
1292,23134,"MODEL INDUSTRIAL TRAINING INSTITUTE, HALDWANI P O KATHGODAM",Labour & Employment
1293,23135,"Employees Provident Fund Organisation, Wazirpur Indl. Area, Delhi",Labour & Employment
1294,23136,"Employees Provident Fund Organisation, Faridabad",Labour & Employment
1295,23137,"ESI Hospital & Occupational Disease Centre, Kolkata",Labour & Employment
1296,23138,"Skill Development Initiative Scheme, DG of Employment and Trg.",Labour & Employment
1297,23139,"V.V. Giri National Labour Institute, NOIDA",Labour & Employment
1298,23140,"ESIC Hospital,Varanasi",Labour & Employment
1299,23141,"ESIC Hospital,Gurgaon",Labour & Employment
1300,23142,"ESIC SRO,Nagpur",Labour & Employment
1301,23143,"ESIC Regional Office,Ranchi",Labour & Employment
1302,23144,"ESIC Regional Office,Vijayawada",Labour & Employment
1303,23145,"ESIC Regional Office,Chandigarh",Labour & Employment
1304,23146,"ESIC Hospital,Tirunelveli",Labour & Employment
1305,23147,"ESIC Medical College,Kalaburagi",Labour & Employment
1306,23148,"ESIC Model Hospital,Ranchi",Labour & Employment
1307,23149,"ESIC Model Hospital,Phulwarisarif Patna",Labour & Employment
1308,23150,"ESIC Medical College,PGIMSR & Model Hospital,Bangalore",Labour & Employment
1309,23151,"ESIC Model Hospital & ODC Andheri(E),Mumbai",Labour & Employment
1310,23152,"ESIC Hospital,Bibvewadi,Pune",Labour & Employment
1311,23153,"ESIC Sub Regional Office Bommasandra,Bangalore",Labour & Employment
1312,23154,"ESIC Hospital Sorojini Nagar,Lucknow",Labour & Employment
1313,23155,"ESIC Hospital Jajmao,Kanpur",Labour & Employment
1314,23156,"ESIC Sub Regional Office,Barrackpore",Labour & Employment
1315,23158,"ESIC Model Hospital,Jaipur",Labour & Employment
1316,23159,"ESIC Model Hospital,Ludhiana",Labour & Employment
1317,23160,"ESIC Sub Regional Office,Ambala",Labour & Employment
1318,23161,"ESIC Model Hospital,Ernakulam",Labour & Employment
1319,23162,"ESIC Medical College,PGIMSR,Chennai",Labour & Employment
1320,23163,"ESIC Sub Regional Office,Salem",Labour & Employment
1321,23164,"ESIC Model Hospital Ramdarbar,Chandigarh",Labour & Employment
1322,23165,"ESIC Model Hospital,Ankleshwar",Labour & Employment
1323,23166,"ESIC Hospital,Vapi",Labour & Employment
1324,23167,"ESIC Model Hospital,Jammu",Labour & Employment
1325,23168,"ESIC Regional Office,Raipur",Labour & Employment
1326,23169,"ESIC Model Hospital,Ahmedabad",Labour & Employment
1327,23170,"ESIC Regional Office Baddi,Himachal Pradesh",Labour & Employment
1328,23171,"ESIC Sub Regional Office Rohini,New Delhi",Labour & Employment
1329,23172,"ESIC Regional Office Pennya,Bangalore",Labour & Employment
1330,23173,"ESIC Sub Regional Office,Tirupati",Labour & Employment
1331,23174,"ESIC Regional Office,Panji",Labour & Employment
1332,23175,"ESIC Directorate(Medical) Tilak Vihar,New Delhi",Labour & Employment
1333,23176,"ESIC Model Hospital Baddi,Himachal Pradesh",Labour & Employment
1334,23177,"ESIC Sub Regional Office,Mysore",Labour & Employment
1335,23178,"ESIC Model Hospital & Occupational Disease Centre,Indore",Labour & Employment
1336,23179,"ESIC Sub Regional Office,Visakhapatnam",Labour & Employment
1337,23180,"ESIC Model Hospital Manesar,Haryana",Labour & Employment
1338,23181,"ESIC Hospital Pennya,Bangalore",Labour & Employment
1339,23182,"Regional Provident Fund Commissioner,Delhi(West)",Labour & Employment
1340,23183,"Regional Provident Fund Commissioner,Bangalore",Labour & Employment
1341,23184,Office of the Deputy Chief Labour Commissioner (Central),Labour & Employment
1342,23185,"Employees Provident Fund Organisation Peenya,Banglore",Labour & Employment
1343,23186,"ESIC Hospital,Kolhapur",Labour & Employment
1344,23187,"ESIC,Thane",Labour & Employment
1345,24101,Deptt. of Justice,Law & Justice
1346,24201,Deptt. of Legal Affairs,Law & Justice
1347,24202,National Legal Service Authority Delhi,Law & Justice
1348,24203,"Indian Law Institute Bhagwan Das Road, New Delhi",Law & Justice
1349,24204,"Legal Affairs,Branch Secretariat,Mumbai",Law & Justice
1350,24205,Justice(Retd.) S N Dhingra Committee,Law & Justice
1351,24301,Legislative Deptt.,Law & Justice
1352,24302,Official Languages Wing,Law & Justice
1353,25101,"M/o Micro, Small & Medium Enterprises","Micro, Small & Medium Enterprises"
1354,25102,"NSIC, Technical Service Centre, Chennai","Micro, Small & Medium Enterprises"
1355,25103,"KVIC, Mumbai","Micro, Small & Medium Enterprises"
1356,25104,"KVIC, Tiruvananthapuram","Micro, Small & Medium Enterprises"
1357,25105,"Cottage Industries Corporation, Delhi","Micro, Small & Medium Enterprises"
1358,25106,National Small Industries Corpn. Ltd. Delhi,"Micro, Small & Medium Enterprises"
1359,25107,"Central Instt. of Hand Tools, Jalandhar","Micro, Small & Medium Enterprises"
1360,25108,"IGTR, Ahemadabad","Micro, Small & Medium Enterprises"
1361,25109,"IDTR, Jamshedpur","Micro, Small & Medium Enterprises"
1362,25110,"Process & Product Development Centre, Agra","Micro, Small & Medium Enterprises"
1363,25112,"Credit Guarantee Fund Trust for Small Industries (CGTSI), Mumbai","Micro, Small & Medium Enterprises"
1364,25113,MSME Development Institute (MSME),"Micro, Small & Medium Enterprises"
1365,25114,"CITD, Hyderabad","Micro, Small & Medium Enterprises"
1366,25115,"NSIC, Technical Service Centre, Delhi","Micro, Small & Medium Enterprises"
1367,25116,"Fragrance  & Flavour Development Centre, Kannauj","Micro, Small & Medium Enterprises"
1368,25117,"Indian Instt.of Enterpreneurship, Guwahati","Micro, Small & Medium Enterprises"
1369,25118,"Central Footwear Technology Institute, Chennai","Micro, Small & Medium Enterprises"
1370,25119,"Central Footwear Technology Institute, Agra","Micro, Small & Medium Enterprises"
1371,25120,"Tool Room & Trg. Centre, Kolkata","Micro, Small & Medium Enterprises"
1372,25121,"Tool Room & Trg. Centre, Guwahati","Micro, Small & Medium Enterprises"
1373,25122,"Tool Room & Trg. Centre, Bhubaneswar","Micro, Small & Medium Enterprises"
1374,25123,"Indo-German Tool Room, Indore","Micro, Small & Medium Enterprises"
1375,25124,"Indo-German Tool Room, Aurangabad","Micro, Small & Medium Enterprises"
1376,25125,"Institute for Design of Elect. Measuring Instruments, Mumbai","Micro, Small & Medium Enterprises"
1377,25126,"National Small Industrial Corporation Ltd., Howrah","Micro, Small & Medium Enterprises"
1378,25127,"Centre for the Development of Glass Industry, Firozabad","Micro, Small & Medium Enterprises"
